seamonkey_version,cve_id,advisory,title,reporter,impact,description,bug_id
02.16,['CVE-2013-0776'],2013-27,Phishing on HTTPS connection through malicious proxy,Michal Zalewski,High,Google security researcher Michal Zalewski reported an issue where the browser displayed the content of a proxy's 407 response if a user canceled the proxy's authentication prompt. In this circumstance the addressbar will continue to show the requested site's address including HTTPS addresses that appear to be secure. This spoofing of addresses can be used for phishing attacks by fooling users into entering credentials for example.,[796475]
02.16,['CVE-2013-0775'],2013-26,Use-after-free in nsImageLoadingContent,Nils,Critical,Security researcher Nils reported a use-after-free in nsImageLoadingContent when content script is executed. This could allow for arbitrary code execution.,[831095]
02.16,"['CVE-2013-0780', 'CVE-2013-0782', 'CVE-2013-0777', 'CVE-2013-0778', 'CVE-2013-0779', 'CVE-2013-0781']",2013-28,"Use-after-free, out of bounds read, and buffer overflow issues found using Address Sanitizer",Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover a series of use-after-free out of bounds read and buffer overflow problems rated as low to critical security issues in shipped software. Some of these issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting four additional use-after-free and out of bounds write flaws introduced during Firefox development that were fixed before general release.,"[812893, 827070, 798691, 798867, 801330, 821991]"
02.15,['CVE-2013-0746'],2013-09,Compartment mismatch with quickstubs returned values,Boris Zbarsky,High,Mozilla developer Boris Zbarsky reported reported a problem where jsval-returning quickstubs fail to wrap their return values causing a compartment mismatch. This mismatch can cause garbage collection to occur incorrectly and lead to a potentially exploitable crash.,[816842]
02.15,['CVE-2013-0748'],2013-11,Address space layout leaked in XBL objects,Jesse Ruderman,High,Mozilla security researcher Jesse Ruderman discovered that using the toString function of XBL objects can lead to inappropriate information leakage by revealing the address space layout instead of just the ID of the object. This layout information could potentially be used to bypass ASLR and other security protections.,[806031]
02.15,['CVE-2013-0747'],2013-10,Event manipulation in plugin handler to bypass same-origin policy,Jesse Ruderman,High,Mozilla security researcher Jesse Ruderman reported that events in the plugin handler can be manipulated by web content to bypass same-origin policy (SOP) restrictions. This can allow for clickjacking on malicious web pages.,[733305]
02.15,['CVE-2013-0764'],2013-07,Crash due to handling of SSL on threads,Jerry Baker,High,Mozilla community member Jerry Baker reported a crashing issue found through Thunderbird when downloading messages over a Secure Sockets Layer (SSL) connection. This was caused by a bug in the networking code assuming that secure connections were entirely handled on the socket transport thread when they can occur on a variety of threads. The resulting crash was potentially exploitable.,[804237]
02.15,['CVE-2013-0745'],2013-08,AutoWrapperChanger fails to keep objects alive during garbage collection,Olli Pettay,Critical,Mozilla developer Olli Pettay discovered that the AutoWrapperChanger class fails to keep some javascript objects alive during garbage collection. This can lead to an exploitable crash allowing for arbitrary code execution.,[794158]
02.15,['CVE-2013-0752'],2013-13,Memory corruption in XBL with XML bindings containing SVG,Sviatoslav Chagaev,High,Security researcher Sviatoslav Chagaev reported that when using an XBL file containing multiple XML bindings with SVG content a memory corruption can occur. In concern with remote XUL this can lead to an exploitable crash.,[805024]
02.15,['CVE-2013-0750'],2013-12,Buffer overflow in Javascript string concatenation,pa_kt,Critical,Security researcher pa_kt reported a flaw via TippingPoint's Zero Day Initiative that an integer overflow is possible when calculating the length for a Javascript string concatenation which is then used for memory allocation. This results in a buffer overflow leading to a potentially exploitable memory corruption.,[805121]
02.15,"['CVE-2013-0760', 'CVE-2013-0762', 'CVE-2013-0766', 'CVE-2013-0767', 'CVE-2013-0761', 'CVE-2013-0763', 'CVE-2013-0771', 'CVE-2012-5829']",2013-02,Use-after-free and buffer overflow issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free out of bounds read and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release.,"[780979, 788959, 803853, 812161, 787831, 791905, 785555, 792305]"
02.15,['CVE-2013-0757'],2013-14,Chrome Object Wrapper (COW) bypass through changing prototype,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported that it is possible to change the prototype of an object and bypass Chrome Object Wrappers (COW) to gain access to chrome privileged functions. This could allow for arbitrary code execution.,[813901]
02.15,['CVE-2013-0758'],2013-15,Privilege escalation through plugin objects,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that it is possible to open a chrome privileged web page through plugin objects through interaction with SVG elements. This could allow for arbitrary code execution.,[813906]
02.15,['CVE-2013-0753'],2013-16,Use-after-free in serializeToStream,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free in XMLSerializer by the exposing of serializeToStream to web content. This can lead to arbitrary code execution when exploited.,[814001]
02.15,['CVE-2013-0754'],2013-17,Use-after-free in ListenerManager,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free within the ListenerManager when garbage collection is forced after data in listener objects have been allocated in some circumstances. This results in a use-after-free which can lead to arbitrary code execution.,[814026]
02.15,['CVE-2013-0755'],2013-18,Use-after-free in Vibrate,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free using the domDoc pointer within Vibrate library. This can lead to arbitrary code execution when exploited.,[814027]
02.15,['CVE-2013-0756'],2013-19,Use-after-free in Javascript Proxy objects,regenrecht,Critical,,[814029]
02.15,['CVE-2013-0769'],2013-01,Miscellaneous memory safety hazards (rv:18.0/ rv:10.0.12 / rv:17.0.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christoph Diehl Christian Holler Mats Palmgren and Chiaki Ishikawa reported memory safety problems and crashes that affect Firefox ESR 10 Firefox ESR 17 and Firefox 17.,"[811382, 768243, 801195, 806483, 809064]"
02.15,['CVE-2013-0751'],2013-06,Touch events are shared across iframes,Wesley Johnston,Moderate,Mozilla developer Wesley Johnston reported that when there are two or more iframes on the same HTML page an iframe is able to see the touch events and their targets that occur within the other iframes on the page. If the iframes are from the same origin they can also access the properties and methods of the targets of other iframes but same-origin policy (SOP) restricts access across domains. This allows for information leakage and possibilities for cross-site scripting (XSS) if another vulnerability can be used to get around SOP restrictions.,[790454]
02.15,['CVE-2013-0744'],2013-05,Use-after-free when displaying table with many columns and column groups,Atte Kettunen,Critical,Using the Address Sanitizer tool security researcher Atte Kettunen from OUSPG discovered that the combination of large numbers of columns and column groups in a table could cause the array containing the columns during rendering to overwrite itself. This can lead to a user-after-free causing a potentially exploitable crash.,[814713]
02.15,['CVE-2013-0759'],2013-04,URL spoofing in addressbar during page loads,Masato Kinugawa,High,Security researcher Masato Kinugawa found a flaw in which the displayed URL values within the addressbar can be spoofed by a page during loading. This allows for phishing attacks where a malicious page can spoof the identify of another site.,[802026]
02.15,['CVE-2013-0749'],2013-01,Miscellaneous memory safety hazards (rv:18.0/ rv:10.0.12 / rv:17.0.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bill Gianopoulos Benoit Jacob Christoph Diehl Christian Holler Gary Kwong Robert O'Callahan and Scoobidiver reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 17.,"[814407, 805814, 816994, 814839, 812847, 785358, 808481, 794426, 805745]"
02.15,['CVE-2013-0770'],2013-01,Miscellaneous memory safety hazards (rv:18.0/ rv:10.0.12 / rv:17.0.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman Christian Holler Julian Seward and Scoobidiver reported memory safety problems and crashes that affect Firefox 17.,"[768750, 756581, 795284, 787818]"
02.15,['CVE-2013-0768'],2013-03,Buffer Overflow in Canvas,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a buffer overflow in Canvas when specific bad height and width values were given through HTML. This could lead to a potentially exploitable crash.,[815795]
02.14,['CVE-2012-4202'],2012-92,Buffer overflow while rendering GIF images,Atte Kettunen,Critical,Security researcher Atte Kettunen from OUSPG used the Address Sanitizer tool to discover a buffer overflow while rendering GIF format images. This issue is potentially exploitable and could lead to arbitrary code execution.,[758200]
02.14,['CVE-2012-4209'],2012-103,Frames can shadow top.location,Mariusz Mlynski,High,"Security researcher Mariusz Mlynski reported that the location property can be accessed by binary plugins through top.location with a frame whose name attribute's value is set to ""top"". This can allow for possible cross-site scripting (XSS) attacks through plugins.",[792405]
02.14,['CVE-2012-4207'],2012-101,Improper character decoding in HZ-GB-2312 charset,Masato Kinugawa,High,"Security researcher Masato Kinugawa found when HZ-GB-2312 charset encoding is used for text the ""~"" character will destroy another character near the chunk delimiter. This can lead to a cross-site scripting (XSS) attack in pages encoded in HZ-GB-2312.",[801681]
02.14,['CVE-2012-5841'],2012-100,Improper security filtering for cross-origin wrappers,Bobby Holley,High,Mozilla developer Bobby Holley reported that security wrappers filter at the time of property access but once a function is returned the caller can use this function without further security checks. This affects cross-origin wrappers allowing for write actions on objects when only read actions should be properly allowed. This can lead to cross-site scripting (XSS) attacks.,[805807]
02.14,['CVE-2012-5842'],2012-91,Miscellaneous memory safety hazards (rv:17.0/ rv:10.0.11),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman Andrew McCreight Bob Clary and Kyle Huey reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 16.,"[793848, 805957, 802168, 736537, 809674]"
02.14,['CVE-2012-5843'],2012-91,Miscellaneous memory safety hazards (rv:17.0/ rv:10.0.11),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Jesse Ruderman Christian Holler Bob Clary Kyle Huey Ed Morley Chris Lord Boris Zbarsky Julian Seward and Bill McCloskey reported memory safety problems and crashes that affect Firefox 16.,"[797163, 760887, 774953, 791601, 781859, 788822, 765409, 780778, 784404, 789075, 793253, 795281, 798678, 787089]"
02.14,"['CVE-2012-4214', 'CVE-2012-4215', 'CVE-2012-4216', 'CVE-2012-5839', 'CVE-2012-5840', 'CVE-2012-4212', 'CVE-2012-4213', 'CVE-2012-4217', 'CVE-2012-4218']",2012-105,Use-after-free and buffer overflow issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free out of bounds read and buffer overflow flaws introduced during Firefox development that were fixed before general release.,"[795804, 798677, 798853, 804927, 805287, 786142, 795708, 802902, 767765]"
02.14,"['CVE-2012-5830', 'CVE-2012-5833', 'CVE-2012-5835', 'CVE-2012-5838']",2012-106,"Use-after-free, buffer overflow, and memory corruption issues found using Address Sanitizer",miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a series critically rated of use-after-free buffer overflow and memory corruption issues in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank miaubiz for reporting two additional use-after-free and memory corruption issues introduced during Firefox development that were fixed before general release.,"[775228, 785734, 790879, 802778]"
02.14,['CVE-2012-4201'],2012-93,evalInSanbox location context incorrectly applied,moz_bug_r_a4,High,Mozilla security researcher moz_bug_r_a4 reported that if code executed by the evalInSandbox function sets location.href it can get the wrong subject principal for the URL check ignoring the sandbox's Javascript context and gaining the context of evalInSandbox object. This can lead to malicious web content being able to perform a cross-site scripting (XSS) attack or stealing a copy of a local file if the user has installed an add-on vulnerable to this attack.,[747607]
02.14,['CVE-2012-5836'],2012-94,Crash when combining SVG text on path with CSS,Jonathan Stephens,Critical,Security researcher Jonathan Stephens discovered that combining SVG text on a path with the setting of CSS properties could lead to a potentially exploitable crash.,[792857]
02.14,['CVE-2012-4204'],2012-96,Memory corruption in str_unescape,Scott Bell,High,Security researcher Scott Bell of Security-Assessment.com used the Address Sanitizer tool to discover a memory corruption in str_unescape in the Javascript engine. This could potentially lead to arbitrary code execution.,[778603]
02.14,['CVE-2012-4205'],2012-97,XMLHttpRequest inherits incorrect principal within sandbox,Gabor Krizsanits,High,Mozilla developer Gabor Krizsanits discovered that XMLHttpRequest objects created within sandboxes have the system principal instead of the sandbox principal. This can lead to cross-site request forgery (CSRF) or information theft via an add-on running untrusted code in a sandbox.,[779821]
02.14,['CVE-2012-4208'],2012-99,XrayWrappers exposes chrome-only properties when not in chrome compartment,Peter Van der Beken,High,Mozilla developer Peter Van der Beken discovered that same-origin XrayWrappers expose chrome-only properties even when not in a chrome compartment. This can allow web content to get properties of DOM objects that are intended to be chrome-only.,[798264]
02.13.2,"['CVE-2012-4194', 'CVE-2012-4195', 'CVE-2012-4196']",2012-90,Fixes for Location object issues,"Mariusz Mlynski, moz_bug_r_a4, Antoine Delignat-Lavaud",Critical,Mozilla has fixed a number of issues related to the Location object in order to enhance overall security. Details for each of the current fixed issues are below.,"[800666, 793121, 802557]"
02.13.2,['CVE-2012-3974'],2012-67,Installer will launch incorrect executable following new installation,Masato Kinugawa,Moderate,Security researcher Masato Kinugawa reported that if a crafted executable is placed in the root partition on a Windows file system the Firefox and Thunderbird installer will launch this program after a standard installation instead of Firefox or Thunderbird running this program with the user's privileges.,[770478]
02.13.1,"['CVE-2012-4190', 'CVE-2012-4191']",2012-88,Miscellaneous memory safety hazards (rv:16.0.1),Mozilla Developers,Critical,Mozilla developers identified and fixed two top crashing bugs in the browser engine used in Firefox and other Mozilla-based products. These bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code.,"[790139, 798045]"
02.13.1,"['CVE-2012-4193', 'CVE-2012-4192']",2012-89,defaultValue security checks not applied,moz_bug_r_a4,Critical,Mozilla security researcher moz_bug_r_a4 reported a regression where security wrappers are unwrapped without doing a security check in defaultValue(). This can allow for improper access to the Location object. In versions 15 and earlier of affected products there was also the potential for arbitrary code execution.,"[720619, 799952]"
02.13,"['CVE-2012-3993', 'CVE-2012-4184']",2012-83,Chrome Object Wrapper (COW) does not disallow access to privileged functions or properties,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that when InstallTrigger fails it throws an error wrapped in a Chrome Object Wrapper (COW) that fails to specify exposed properties. These can then be added to the resulting object by an attacker allowing access to chrome privileged functions through script.,"[768101, 780370]"
02.13,['CVE-2012-3983'],2012-74,Miscellaneous memory safety hazards (rv:16.0/ rv:10.0.8),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Henrik Skupin Jesse Ruderman and moz_bug_r_a4 reported memory safety problems and crashes that affect Firefox 15.,"[634444, 790865, 768313, 762920]"
02.13,['CVE-2012-3990'],2012-87,Use-after-free in the IME State Manager,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a use-after-free in the IME State Manager code. This could lead to a potentially exploitable crash.,[787704]
02.13,"['CVE-2012-4185', 'CVE-2012-4186', 'CVE-2012-4187', 'CVE-2012-4188']",2012-86,Heap memory corruption issues found using Address Sanitizer,Atte Kettunen,Critical,Security researcher Atte Kettunen from OUSPG reported several heap memory corruption issues found using the Address Sanitizer tool. These issues are potentially exploitable allowing for remote code execution.,"[785753, 785967, 787493, 787722]"
02.13,"['CVE-2012-3995', 'CVE-2012-4179', 'CVE-2012-4180', 'CVE-2012-4181', 'CVE-2012-4182', 'CVE-2012-4183']",2012-85,"Use-after-free, buffer overflow, and out of bounds read issues found using Address Sanitizer",Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series of use-after-free buffer overflow and out of bounds read issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting two additional use-after-free flaws introduced during Firefox 16 development and fixed before general release.,"[765621, 785574, 785720, 786111, 788950, 786895]"
02.13,['CVE-2012-3994'],2012-82,top object and location property accessible by plugins,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported that the location property can be accessed by binary plugins through top.location and top can be shadowed by Object.defineProperty as well. This can allow for possible cross-site scripting (XSS) attacks through plugins.,[765527]
02.13,['CVE-2012-3982'],2012-74,Miscellaneous memory safety hazards (rv:16.0/ rv:10.0.8),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler and Jesse Ruderman reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 15.,"[783502, 794025, 790856]"
02.13,['CVE-2012-3984'],2012-75,select element persistance allows for attacks,David Bloom,Critical,Security researcher David Bloom of Cue discovered that <select> elements are always-on-top chromeless windows and that navigation away from a page with an active <select> menu does not remove this window.When another menu is opened programmatically on a new page the original <select> menu can be retained and arbitrary HTML content within it rendered allowing an attacker to cover arbitrary portions of the new page through absolute positioning/scrolling leading to spoofing attacks. Security researcher Jordi Chancel found a variation that would allow for click-jacking attacks was well.,"[575294, 726264]"
02.13,['CVE-2012-3985'],2012-76,Continued access to initial origin after setting document.domain,Collin Jackson,High,Security researcher Collin Jackson reported a violation of the HTML5 specifications for document.domain behavior. Specified behavior requires pages to only have access to windows in a new document.domain but the observed violation allowed pages to retain access to windows from the page's initial origin in addition to the new document.domain. This could potentially lead to cross-site scripting (XSS) attacks.,[655649]
02.13,['CVE-2012-3986'],2012-77,Some DOMWindowUtils methods bypass security checks,Johnny Stenback,High,Mozilla developer Johnny Stenback discovered that several methods of a feature used for testing (DOMWindowUtils) are not protected by existing security checks allowing these methods to be called through script by web pages. This was addressed by adding the existing security checks to these methods.,[775868]
02.13,['CVE-2012-3988'],2012-79,DOS and crash with full screen and history navigation,Soroush Dalili,Critical,Security researcher Soroush Dalili reported that a combination of invoking full screen mode and navigating backwards in history could in some circumstances cause a hang or crash due to a timing dependent use-after-free pointer reference. This crash may be potentially exploitable.,[725770]
02.13,['CVE-2012-3989'],2012-80,Crash with invalid cast when using instanceof operator,Ms2ger,Critical,Mozilla community member Ms2ger reported a crash due to an invalid cast when using the instanceof operator on certain types of JavaScript objects. This can lead to a potentially exploitable crash.,[783867]
02.13,['CVE-2012-3991'],2012-81,GetProperty function can bypass security checks,Alice White,Critical,Mozilla community member Alice White reported that when the GetProperty function is invoked through JSAPI security checking can be bypassed when getting cross-origin properties. This potentially allowed for arbitrary code execution.,[783260]
02.13,['CVE-2012-3992'],2012-84,Spoofing and script injection through location.hash,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported an issue with spoofing of the location property. In this issue writes to location.hash can be used in concert with scripted history navigation to cause a specific website to be loaded into the history object. The baseURI can then be changed to this stored site allowing an attacker to inject a script or intercept posted data posted to a location specified with a relative path.,[775009]
02.12,['CVE-2012-3975'],2012-68,DOMParser loads linked resources in extensions when parsing text/html,vsemozhetbyt,Moderate,Security researcher vsemozhetbyt reported that when the DOMParser is used to parse text/html data in a Firefox extension linked resources within this HTML data will be loaded. If the data being parsed in the extension is untrusted it could lead to information leakage and can potentially be combined with other attacks to become exploitable.,[770684]
02.12,['CVE-2012-4930'],2012-73,SPDY information disclosure,"Thai Duong, Juliano Rizzo",High,Security researchers Thai Duong and Juliano Rizzo reported that SPDY's request header compression leads to information leakage which can allow the extraction of private data such as session cookies even over an encrypted SSL connection.,[779413]
02.12,['CVE-2012-3978'],2012-70,Location object security checks bypassed by chrome code,moz_bug_r_a4,High,Mozilla security researcher moz_bug_r_a4 reported that certain security checks in the location object can be bypassed if chrome code is called content in a specific manner. This allowed for the loading of restricted content. This can be combined with other issues to become potentially exploitable.,[770429]
02.12,['CVE-2012-3976'],2012-69,Incorrect site SSL certificate data display,Mark Poticha,High,Security researcher Mark Poticha reported an issue where incorrect SSL certificate information can be displayed on the addressbar showing the SSL data for a previous site while another has been loaded. This is caused by two onLocationChange events being fired out of the expected order leading to the displayed certificate data to not be updated. This can be used for phishing attacks by allowing the user to input form or other data on a newer attacking site while the credentials of an older site appear on the addressbar.,[768568]
02.12,"['CVE-2012-3969', 'CVE-2012-3970']",2012-63,SVG buffer overflow and use-after-free issues,Arthur Gerkis,Critical,"Security researcher Arthur Gerkis used the Address Sanitizer tool to find two issues involving Scalable Vector Graphics (SVG) files. The first issue is a buffer overflow in Gecko's SVG filter code when the sum of two values is too large to be stored as a signed 32-bit integer causing the function to write past the end of an array. The second issue is a use-after-free when an element with a ""requiredFeatures"" attribute is moved between documents. In that situation the internal representation of the ""requiredFeatures"" value could be freed prematurely. Both issues are potentially exploitable.","[782141, 760996]"
02.12,['CVE-2012-3972'],2012-65,Out-of-bounds read in format-number in XSLT,Nicolas Grégoire,Moderate,Security research Nicolas Grégoire used the Address Sanitizer tool to discover an out-of-bounds read in the format-number feature of XSLT which can cause inaccurate formatting of numbers and information leakage. This is not directly exploitable.,[746855]
02.12,['CVE-2012-3971'],2012-64,Graphite 2 memory corruption,Christoph Diehl,High,Using the Address Sanitizer tool Mozilla security researcher Christoph Diehl discovered two memory corruption issues involving the Graphite 2 library used in Mozilla products. Both of these issues can cause a potentially exploitable crash. These problems were fixed in the Graphite 2 library which has been updated for Mozilla products.,"[753230, 753623]"
02.12,"['CVE-2012-3968', 'CVE-2012-3967']",2012-62,WebGL use-after-free and memory corruption,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover two WebGL issues. The first issue is a use-after-free when WebGL shaders are called after being destroyed. The second issue exposes a problem with Mesa drivers on Linux leading to a potentially exploitable crash.,"[775852, 777028]"
02.12,['CVE-2012-3966'],2012-61,Memory corruption with bitmap format images with negative height,Frédéric Hoguin,Critical,"Security researcher Frédéric Hoguin reported two related issues with the decoding of bitmap (.BMP) format images embedded in icon (.ICO) format files. When processing a negative ""height"" header value for the bitmap image a memory corruption can be induced allowing an attacker to write random memory and cause a crash. This crash may be potentially exploitable.","[775794, 775793]"
02.12,['CVE-2012-1956'],2012-59,Location object can be shadowed using Object.defineProperty,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported that it is possible to shadow the location object using Object.defineProperty. This could be used to confuse the current location to plugins allowing for possible cross-site scripting (XSS) attacks.,[756719]
02.12,"['CVE-2012-1972', 'CVE-2012-1973', 'CVE-2012-1974', 'CVE-2012-1975', 'CVE-2012-1976', 'CVE-2012-3956', 'CVE-2012-3957', 'CVE-2012-3958', 'CVE-2012-3959', 'CVE-2012-3960', 'CVE-2012-3961', 'CVE-2012-3962', 'CVE-2012-3963', 'CVE-2012-3964']",2012-58,Use-after-free issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series of use-after-free issues using the Address Sanitizer tool. Many of these issues are potentially exploitable allowing for remote code execution.,"[778428, 773207, 769303, 777578, 776213, 774597, 774548, 772346, 771994, 771976, 771873, 769120, 762280, 756241]"
02.12,['CVE-2012-1971'],2012-57,Miscellaneous memory safety hazards (rv:15.0/ rv:10.0.7),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman Steve Fink Bob Clary and Andrew Sutherland reported memory safety problems and crashes that affect Firefox 14.,"[719750, 748119, 749039, 754150, 754242, 732870, 752038, 753162, 755916, 780712, 730208, 779849, 752087, 765936]"
02.12,['CVE-2012-1970'],2012-57,Miscellaneous memory safety hazards (rv:15.0/ rv:10.0.7),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman John Schoenick Vladimir Vukicevic Daniel Holbert and Jason Smith reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 14.,"[745158, 758408, 761831, 764176, 777806, 775206, 778765, 773097]"
02.11,['CVE-2012-1948'],2012-42,Miscellaneous memory safety hazards (rv:14.0/ rv:10.0.6),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Benoit Jacob Jesse Ruderman Christian Holler and Bill McCloskey reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 13.,"[732233, 746896, 750575, 763225, 746103, 756600, 749385, 758471, 754989, 772282]"
02.11,['CVE-2012-1949'],2012-42,Miscellaneous memory safety hazards (rv:14.0/ rv:10.0.6),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Brian Smith Gary Kwong Christian Holler Jesse Ruderman Christoph Diehl Chris Jones Brad Lassey and Kyle Huey reported memory safety problems and crashes that affect Firefox 13.,"[712914, 738841, 743876, 754725, 757431, 717488, 718290, 752662, 765179, 766018, 766304, 725499]"
02.11,"['CVE-2012-1951', 'CVE-2012-1954', 'CVE-2012-1953', 'CVE-2012-1952']",2012-44,Gecko memory corruption,Abhishek Arya,Critical,Google security researcher Abhishek Arya used the Address Sanitizer tool to uncover four issues: two use-after-free problems one out of bounds read bug and a bad cast. The first use-after-free problem is caused when an array of nsSMILTimeValueSpec objects is destroyed but attempts are made to call into objects in this array later. The second use-after-free problem is in nsDocument::AdoptNode when it adopts into an empty document and then adopts into another document emptying the first one. The heap buffer overflow is in ElementAnimations when data is read off of end of an array and then pointers are dereferenced. The bad cast happens when nsTableFrame::InsertFrames is called with frames in aFrameList that are a mix of row group frames and column group frames. AppendFrames is not able to handle this mix.,"[752902, 765139, 765218, 759249]"
02.11,['CVE-2012-1955'],2012-45,Spoofing issue with location,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported an issue with spoofing of the location property. In this issue calls to history.forward and history.back are used to navigate to a site while displaying the previous site in the addressbar but changing the baseURI to the newer site. This can be used for phishing by allowing the user to input form or other data on the newer attacking site while appearing to be on the older displayed site.,[757376]
02.11,['CVE-2012-1957'],2012-47,Improper filtering of javascript in HTML feed-view,Mario Heiderich,High,Security researcher Mario Heiderich reported that javascript could be executed in the HTML feed-view using <embed> tag within the RSS <description>. This problem is due to <embed> tags not being filtered out during parsing and can lead to a potential cross-site scripting (XSS) attack. The flaw existed in a parser utility class and could affect other parts of the browser or add-ons which rely on that class to sanitize untrusted input.,[750096]
02.11,['CVE-2012-1958'],2012-48,use-after-free in nsGlobalWindow::PageHidden,Arthur Gerkis,Moderate,Security researcher Arthur Gerkis used the Address Sanitizer tool to find a use-after-free in nsGlobalWindow::PageHidden when mFocusedContent is released and oldFocusedContent is used afterwards. This use-after-free could possibly allow for remote code execution.,[750820]
