firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
21,['CVE-2013-1669'],2013-41,Miscellaneous memory safety hazards (rv:21.0 / rv:17.0.6),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Ben Turner Benoit Jacob Bobby Holley Christoph Diehl Christian Holler Andrew McCreight Gary Kwong Jason Orendorff Jesse Ruderman Matt Wobensmith and Mats Palmgren reported memory safety problems and crashes that affect Firefox 20.,"[803228, 834526, 791432, 865948, 821850, 837324, 814552, 826392, 826588, 855236, 819775, 822910, 837007, 843434, 821479, 826104, 854001]"
20,['CVE-2013-0791'],2013-40,Out-of-bounds array read in CERT_DecodeCertPackage,Ambroz Bizjak,Moderate,Mozilla community member Ambroz Bizjak reported an out-of-bounds array read in the CERT_DecodeCertPackage function of the Network Security Services (NSS) libary when decoding a certificate. When this occurs it will lead to memory corruption and a non-exploitable crash.,[629816]
20,['CVE-2013-0797'],2013-34,Privilege escalation through Mozilla Updater,Ash,High,Security researcher Ash reported an issue with the Mozilla Updater. The Mozilla Updater can be made to load a malicious local DLL file in a privileged context through either the Mozilla Maintenance Service or independently on systems that do not use the service. This occurs when the DLL file is placed in a specific location on the local system before the Mozilla Updater is run. Local file system access is necessary in order for this issue to be exploitable.,[830134]
20,['CVE-2013-0789'],2013-30,Miscellaneous memory safety hazards (rv:20.0 / rv:17.0.5),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Andrew McCreight Randell Jesup Gary Kwong Jesse Ruderman Christian Holler and Mats Palmgren reported memory safety problems and crashes that affect Firefox 19.,"[808736, 830595, 817841, 824643, 824856, 831055, 849014, 827596, 835499, 837714, 839209, 842300, 815315]"
20,['CVE-2013-0790'],2013-30,Miscellaneous memory safety hazards (rv:20.0 / rv:17.0.5),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jim Chen reported a memory safety problem that affects Firefox for Android 19.,[842687]
20,['CVE-2013-0799'],2013-32,Privilege escalation through Mozilla Maintenance Service,Frédéric Hoguin,High,Security researcher Frédéric Hoguin discovered that the Mozilla Maintenance Service on Windows was vulnerable to a buffer overflow. This system is used to update software without invoking the User Account Control (UAC) prompt. The Mozilla Maintenance Service is configured to allow unprivileged users to start it with arbitrary arguments. By manipulating the data passed in these arguments an attacker can execute arbitrary code with the system privileges used by the service. This issue requires local file system access to be exploitable.,[848417]
20,['CVE-2013-0798'],2013-33,World read and write access to app_tmp directory on Android,Shuichiro Suzuki,Moderate,Security researcher Shuichiro Suzuki of the Fourteenforty Research Institute reported the app_tmp directory is set to be world readable and writeable by Firefox for Android. This potentially allows for third party applications to replace or alter Firefox add-ons when downloaded because they are temporarily stored in the app_tmp directory before installation.,[844832]
20,['CVE-2013-0792'],2013-39,Memory corruption while rendering grayscale PNG images,Tobias Schula,Moderate,Mozilla community member Tobias Schula reported that if gfx.color_management.enablev4 preference is enabled manually in about:config some grayscale PNG images will be rendered incorrectly and cause memory corruption during PNG decoding when certain color profiles are in use. A crafted PNG image could use this flaw to leak data through rendered images drawing from random memory. By default this preference is not enabled.,[722831]
20,['CVE-2013-0796'],2013-35,WebGL crash with Mesa graphics driver on Linux,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a crash in WebGL rendering when memory is freed that has not previously been allocated. This issue only affects Linux users who have Intel Mesa graphics drivers. The resulting crash could be potentially exploitable.,"[827106, 838413, 838413]"
20,['CVE-2013-0795'],2013-36,Bypass of SOW protections allows cloning of protected nodes,Cody Crews,Critical,Security researcher Cody Crews reported a mechanism to use the cloneNode method to bypass System Only Wrappers (SOW) and clone a protected node. This allows violation of the browser's same origin policy and could also lead to privilege escalation and the execution of arbitrary code.,[825697]
20,['CVE-2013-0794'],2013-37,Bypass of tab-modal dialog origin disclosure,shutdown,Moderate,Security researcher shutdown reported a method for removing the origin indication on tab-modal dialog boxes in combination with browser navigation. This could allow an attacker's dialog to overlay a page and show another site's content. This can be used for phishing by allowing users to enter data into a modal prompt dialog on an attacking site while appearing to be from the displayed site.,[626775]
20,['CVE-2013-0793'],2013-38,Cross-site scripting (XSS) using timed history navigations,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported a method to use browser navigations through history to load an arbitrary website with that page's baseURI property pointing to another site instead of the seemingly loaded one. The user will continue to see the incorrect site in the addressbar of the browser. This allows for a cross-site scripting (XSS) attack or the theft of data through a phishing attack.,[803870]
20,['CVE-2013-0800'],2013-31,Out-of-bounds write in Cairo library,Abhishek Arya,High,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover an out-of-bounds write in Cairo graphics library. When certain values are passed to it during rendering Cairo attempts to use negative boundaries or sizes for boxes leading to a potentially exploitable crash in some instances.,[825721]
20,['CVE-2013-0788'],2013-30,Miscellaneous memory safety hazards (rv:20.0 / rv:17.0.5),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Olli Pettay Jesse Ruderman Boris Zbarsky Christian Holler Milan Sreckovic and Joe Drew reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 19.,"[635852, 771942, 784730, 813442, 827870, 834240, 839621, 840263, 840353, 852923]"
19.0.2,['CVE-2013-0787'],2013-29,Use-after-free in HTML Editor,VUPEN Security,Critical,VUPEN Security via TippingPoint's Zero Day Initiative reported a use-after-free within the HTML editor when content script is run by the document.execCommand() function while internal editor operations are occurring. This could allow for arbitrary code execution.,[848644]
19,['CVE-2013-0784'],2013-21,Miscellaneous memory safety hazards (rv:19.0 / rv:17.0.3),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Alon Zakai Christian Holler Gary Kwong Jesse Ruderman Luke Wagner Terrence Cole Timothy Nikkel Olli Pettay Bill McCloskey and Nicolas Pierron reported memory safety problems and crashes that affect Firefox 18.,"[830943, 799803, 799907, 819635, 766452, 827687, 805294, 801114, 790373, 809295, 810169, 797977]"
19,['CVE-2013-0783'],2013-21,Miscellaneous memory safety hazards (rv:19.0 / rv:17.0.3),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Olli Pettay Christoph Diehl Gary Kwong Jesse Ruderman Andrew McCreight Joe Drew and Wayne Mery reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 18.,"[830975, 832162, 822858, 761448, 812380, 690970, 826471, 830399, 818241, 780549]"
19,['CVE-2013-0776'],2013-27,Phishing on HTTPS connection through malicious proxy,Michal Zalewski,High,Google security researcher Michal Zalewski reported an issue where the browser displayed the content of a proxy's 407 response if a user canceled the proxy's authentication prompt. In this circumstance the addressbar will continue to show the requested site's address including HTTPS addresses that appear to be secure. This spoofing of addresses can be used for phishing attacks by fooling users into entering credentials for example.,[796475]
19,['CVE-2013-0775'],2013-26,Use-after-free in nsImageLoadingContent,Nils,Critical,Security researcher Nils reported a use-after-free in nsImageLoadingContent when content script is executed. This could allow for arbitrary code execution.,[831095]
19,['CVE-2013-0774'],2013-25,Privacy leak in JavaScript Workers,Frederik Braun,Moderate,Mozilla security researcher Frederik Braun discovered that since Firefox 15 the file system location of the active browser profile was available to JavaScript workers. While not dangerous by itself this could potentially be combined with other vulnerabilities to target the profile in an attack.,[827193]
19,['CVE-2013-0773'],2013-24,Web content bypass of COW and SOW security wrappers,Bobby Holley,High,Mozilla developer Bobby Holley discovered that it was possible to bypass some protections in Chrome Object Wrappers (COW) and System Only Wrappers (SOW) making their prototypes mutable by web content. This could be used leak information from chrome objects and possibly allow for arbitrary code execution.,[809652]
19,['CVE-2013-0765'],2013-23,Wrapped WebIDL objects can be wrapped again,Boris Zbarsky,Critical,Mozilla developer Boris Zbarsky reported that in some circumstances a wrapped WebIDL object can be wrapped multiple times overwriting the existing wrapped state. This could lead to an exploitable condition in rare cases.,[830614]
19,"['CVE-2013-0780', 'CVE-2013-0782', 'CVE-2013-0777', 'CVE-2013-0778', 'CVE-2013-0779', 'CVE-2013-0781']",2013-28,"Use-after-free, out of bounds read, and buffer overflow issues found using Address Sanitizer",Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover a series of use-after-free out of bounds read and buffer overflow problems rated as low to critical security issues in shipped software. Some of these issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting four additional use-after-free and out of bounds write flaws introduced during Firefox development that were fixed before general release.,"[812893, 827070, 798691, 798867, 801330, 821991]"
19,['CVE-2013-0772'],2013-22,Out-of-bounds read in image rendering,Atte Kettunen,Moderate,Using the Address Sanitizer tool security researcher Atte Kettunen from OUSPG found an out-of-bounds read while rendering GIF format images. This could cause a non-exploitable crash and could also attempt to render normally inaccesible data as part of the image.,[801366]
18,['CVE-2013-0751'],2013-06,Touch events are shared across iframes,Wesley Johnston,Moderate,Mozilla developer Wesley Johnston reported that when there are two or more iframes on the same HTML page an iframe is able to see the touch events and their targets that occur within the other iframes on the page. If the iframes are from the same origin they can also access the properties and methods of the targets of other iframes but same-origin policy (SOP) restricts access across domains. This allows for information leakage and possibilities for cross-site scripting (XSS) if another vulnerability can be used to get around SOP restrictions.,[790454]
18,['CVE-2013-0744'],2013-05,Use-after-free when displaying table with many columns and column groups,Atte Kettunen,Critical,Using the Address Sanitizer tool security researcher Atte Kettunen from OUSPG discovered that the combination of large numbers of columns and column groups in a table could cause the array containing the columns during rendering to overwrite itself. This can lead to a user-after-free causing a potentially exploitable crash.,[814713]
18,['CVE-2013-0750'],2013-12,Buffer overflow in Javascript string concatenation,pa_kt,Critical,Security researcher pa_kt reported a flaw via TippingPoint's Zero Day Initiative that an integer overflow is possible when calculating the length for a Javascript string concatenation which is then used for memory allocation. This results in a buffer overflow leading to a potentially exploitable memory corruption.,[805121]
18,['CVE-2013-0745'],2013-08,AutoWrapperChanger fails to keep objects alive during garbage collection,Olli Pettay,Critical,Mozilla developer Olli Pettay discovered that the AutoWrapperChanger class fails to keep some javascript objects alive during garbage collection. This can lead to an exploitable crash allowing for arbitrary code execution.,[794158]
18,['CVE-2013-0759'],2013-04,URL spoofing in addressbar during page loads,Masato Kinugawa,High,Security researcher Masato Kinugawa found a flaw in which the displayed URL values within the addressbar can be spoofed by a page during loading. This allows for phishing attacks where a malicious page can spoof the identify of another site.,[802026]
18,['CVE-2013-0768'],2013-03,Buffer Overflow in Canvas,miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a buffer overflow in Canvas when specific bad height and width values were given through HTML. This could lead to a potentially exploitable crash.,[815795]
18,"['CVE-2013-0760', 'CVE-2013-0762', 'CVE-2013-0766', 'CVE-2013-0767', 'CVE-2013-0761', 'CVE-2013-0763', 'CVE-2013-0771', 'CVE-2012-5829']",2013-02,Use-after-free and buffer overflow issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free out of bounds read and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release.,"[780979, 788959, 803853, 812161, 787831, 791905, 785555, 792305]"
18,['CVE-2013-0769'],2013-01,Miscellaneous memory safety hazards (rv:18.0/ rv:10.0.12 / rv:17.0.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christoph Diehl Christian Holler Mats Palmgren and Chiaki Ishikawa reported memory safety problems and crashes that affect Firefox ESR 10 Firefox ESR 17 and Firefox 17.,"[811382, 768243, 801195, 806483, 809064]"
18,['CVE-2013-0749'],2013-01,Miscellaneous memory safety hazards (rv:18.0/ rv:10.0.12 / rv:17.0.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bill Gianopoulos Benoit Jacob Christoph Diehl Christian Holler Gary Kwong Robert O'Callahan and Scoobidiver reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 17.,"[814407, 805814, 816994, 814839, 812847, 785358, 808481, 794426, 805745]"
18,['CVE-2013-0770'],2013-01,Miscellaneous memory safety hazards (rv:18.0/ rv:10.0.12 / rv:17.0.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman Christian Holler Julian Seward and Scoobidiver reported memory safety problems and crashes that affect Firefox 17.,"[768750, 756581, 795284, 787818]"
18,['CVE-2012-4206'],2012-98,Firefox installer DLL hijacking,Robert Kugler,High,Security researcher Robert Kugler reported that when a specifically named DLL file on a Windows computer is placed in the default downloads directory with the Firefox installer the Firefox installer will load this DLL when it is launched. In circumstances where the installer is run by an administrator privileged account this allows for the downloaded DLL file to be run with administrator privileges. This can lead to arbitrary code execution from a privileged account.,[792106]
18,['CVE-2013-0764'],2013-07,Crash due to handling of SSL on threads,Jerry Baker,High,Mozilla community member Jerry Baker reported a crashing issue found through Thunderbird when downloading messages over a Secure Sockets Layer (SSL) connection. This was caused by a bug in the networking code assuming that secure connections were entirely handled on the socket transport thread when they can occur on a variety of threads. The resulting crash was potentially exploitable.,[804237]
18,['CVE-2013-0746'],2013-09,Compartment mismatch with quickstubs returned values,Boris Zbarsky,High,Mozilla developer Boris Zbarsky reported reported a problem where jsval-returning quickstubs fail to wrap their return values causing a compartment mismatch. This mismatch can cause garbage collection to occur incorrectly and lead to a potentially exploitable crash.,[816842]
18,['CVE-2013-0752'],2013-13,Memory corruption in XBL with XML bindings containing SVG,Sviatoslav Chagaev,High,Security researcher Sviatoslav Chagaev reported that when using an XBL file containing multiple XML bindings with SVG content a memory corruption can occur. In concern with remote XUL this can lead to an exploitable crash.,[805024]
18,['CVE-2013-0756'],2013-19,Use-after-free in Javascript Proxy objects,regenrecht,Critical,,[814029]
18,['CVE-2013-0755'],2013-18,Use-after-free in Vibrate,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free using the domDoc pointer within Vibrate library. This can lead to arbitrary code execution when exploited.,[814027]
18,['CVE-2013-0754'],2013-17,Use-after-free in ListenerManager,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free within the ListenerManager when garbage collection is forced after data in listener objects have been allocated in some circumstances. This results in a use-after-free which can lead to arbitrary code execution.,[814026]
18,['CVE-2013-0753'],2013-16,Use-after-free in serializeToStream,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free in XMLSerializer by the exposing of serializeToStream to web content. This can lead to arbitrary code execution when exploited.,[814001]
18,['CVE-2013-0758'],2013-15,Privilege escalation through plugin objects,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that it is possible to open a chrome privileged web page through plugin objects through interaction with SVG elements. This could allow for arbitrary code execution.,[813906]
18,['CVE-2013-0748'],2013-11,Address space layout leaked in XBL objects,Jesse Ruderman,High,Mozilla security researcher Jesse Ruderman discovered that using the toString function of XBL objects can lead to inappropriate information leakage by revealing the address space layout instead of just the ID of the object. This layout information could potentially be used to bypass ASLR and other security protections.,[806031]
18,['CVE-2013-0747'],2013-10,Event manipulation in plugin handler to bypass same-origin policy,Jesse Ruderman,High,Mozilla security researcher Jesse Ruderman reported that events in the plugin handler can be manipulated by web content to bypass same-origin policy (SOP) restrictions. This can allow for clickjacking on malicious web pages.,[733305]
18,['CVE-2013-0757'],2013-14,Chrome Object Wrapper (COW) bypass through changing prototype,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported that it is possible to change the prototype of an object and bypass Chrome Object Wrappers (COW) to gain access to chrome privileged functions. This could allow for arbitrary code execution.,[813901]
17.0.9,['CVE-2013-1705'],2013-65,Buffer underflow when generating CRMF requests,Nils,Critical,Security researcher Nils used the Address Sanitizer to discover a use-after-free problem when generating a Certificate Request Message Format (CRMF) request with certain parameters. This causes a potentially exploitable crash.,[882865]
17,['CVE-2012-4210'],2012-104,CSS and HTML injection through Style Inspector,Mariusz Mlynski,Critical,Security researcher Mariusz Mlynski reported that when a maliciously crafted stylesheet is inspected in the Style Inspector HTML and CSS can run in a chrome privileged context without being properly sanitized first. This can lead to arbitrary code execution.,[796866]
17,"['CVE-2012-5830', 'CVE-2012-5833', 'CVE-2012-5835', 'CVE-2012-5838']",2012-106,"Use-after-free, buffer overflow, and memory corruption issues found using Address Sanitizer",miaubiz,Critical,Security researcher miaubiz used the Address Sanitizer tool to discover a series critically rated of use-after-free buffer overflow and memory corruption issues in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank miaubiz for reporting two additional use-after-free and memory corruption issues introduced during Firefox development that were fixed before general release.,"[775228, 785734, 790879, 802778]"
17,"['CVE-2012-4214', 'CVE-2012-4215', 'CVE-2012-4216', 'CVE-2012-5839', 'CVE-2012-5840', 'CVE-2012-4212', 'CVE-2012-4213', 'CVE-2012-4217', 'CVE-2012-4218']",2012-105,Use-after-free and buffer overflow issues found using Address Sanitizer,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free out of bounds read and buffer overflow flaws introduced during Firefox development that were fixed before general release.,"[795804, 798677, 798853, 804927, 805287, 786142, 795708, 802902, 767765]"
17,['CVE-2012-5841'],2012-100,Improper security filtering for cross-origin wrappers,Bobby Holley,High,Mozilla developer Bobby Holley reported that security wrappers filter at the time of property access but once a function is returned the caller can use this function without further security checks. This affects cross-origin wrappers allowing for write actions on objects when only read actions should be properly allowed. This can lead to cross-site scripting (XSS) attacks.,[805807]
17,['CVE-2012-4209'],2012-103,Frames can shadow top.location,Mariusz Mlynski,High,"Security researcher Mariusz Mlynski reported that the location property can be accessed by binary plugins through top.location with a frame whose name attribute's value is set to ""top"". This can allow for possible cross-site scripting (XSS) attacks through plugins.",[792405]
17,['CVE-2012-5837'],2012-102,Script entered into Developer Toolbar runs with chrome privileges,Masato Kinugawa,High,Security researcher Masato Kinugawa reported that when script is entered into the Developer Toolbar it runs in a chrome privileged context. This allows for arbitrary code execution or cross-site scripting (XSS) if a user can be convinced to paste malicious code into the Developer Toolbar.,[800363]
17,['CVE-2012-4207'],2012-101,Improper character decoding in HZ-GB-2312 charset,Masato Kinugawa,High,"Security researcher Masato Kinugawa found when HZ-GB-2312 charset encoding is used for text the ""~"" character will destroy another character near the chunk delimiter. This can lead to a cross-site scripting (XSS) attack in pages encoded in HZ-GB-2312.",[801681]
17,['CVE-2012-5842'],2012-91,Miscellaneous memory safety hazards (rv:17.0/ rv:10.0.11),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman Andrew McCreight Bob Clary and Kyle Huey reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 16.,"[793848, 805957, 802168, 736537, 809674]"
17,['CVE-2012-5843'],2012-91,Miscellaneous memory safety hazards (rv:17.0/ rv:10.0.11),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Jesse Ruderman Christian Holler Bob Clary Kyle Huey Ed Morley Chris Lord Boris Zbarsky Julian Seward and Bill McCloskey reported memory safety problems and crashes that affect Firefox 16.,"[797163, 760887, 774953, 791601, 781859, 788822, 765409, 780778, 784404, 789075, 793253, 795281, 798678, 787089]"
17,['CVE-2012-4202'],2012-92,Buffer overflow while rendering GIF images,Atte Kettunen,Critical,Security researcher Atte Kettunen from OUSPG used the Address Sanitizer tool to discover a buffer overflow while rendering GIF format images. This issue is potentially exploitable and could lead to arbitrary code execution.,[758200]
17,['CVE-2012-4201'],2012-93,evalInSanbox location context incorrectly applied,moz_bug_r_a4,High,Mozilla security researcher moz_bug_r_a4 reported that if code executed by the evalInSandbox function sets location.href it can get the wrong subject principal for the URL check ignoring the sandbox's Javascript context and gaining the context of evalInSandbox object. This can lead to malicious web content being able to perform a cross-site scripting (XSS) attack or stealing a copy of a local file if the user has installed an add-on vulnerable to this attack.,[747607]
17,['CVE-2012-5836'],2012-94,Crash when combining SVG text on path with CSS,Jonathan Stephens,Critical,Security researcher Jonathan Stephens discovered that combining SVG text on a path with the setting of CSS properties could lead to a potentially exploitable crash.,[792857]
17,['CVE-2012-4203'],2012-95,Javascript: URLs run in privileged context on New Tab page,kakzz.ng@gmail.com,Moderate,"Security researcher kakzz.ng@gmail.com reported that if a javascript: URL is selected from the list of Firefox ""new tab"" page the script will inherit the privileges of the privileged ""new tab"" page. This allows for the execution of locally installed programs if a user can be convinced to save a bookmark of a malicious javascript: URL.",[765628]
17,['CVE-2012-4204'],2012-96,Memory corruption in str_unescape,Scott Bell,High,Security researcher Scott Bell of Security-Assessment.com used the Address Sanitizer tool to discover a memory corruption in str_unescape in the Javascript engine. This could potentially lead to arbitrary code execution.,[778603]
17,['CVE-2012-4205'],2012-97,XMLHttpRequest inherits incorrect principal within sandbox,Gabor Krizsanits,High,Mozilla developer Gabor Krizsanits discovered that XMLHttpRequest objects created within sandboxes have the system principal instead of the sandbox principal. This can lead to cross-site request forgery (CSRF) or information theft via an add-on running untrusted code in a sandbox.,[779821]
17,['CVE-2012-4206'],2012-98,Firefox installer DLL hijacking,Robert Kugler,High,Security researcher Robert Kugler reported that when a specifically named DLL file on a Windows computer is placed in the default downloads directory with the Firefox installer the Firefox installer will load this DLL when it is launched. In circumstances where the installer is run by an administrator privileged account this allows for the downloaded DLL file to be run with administrator privileges. This can lead to arbitrary code execution from a privileged account.,[792106]
17,['CVE-2012-4208'],2012-99,XrayWrappers exposes chrome-only properties when not in chrome compartment,Peter Van der Beken,High,Mozilla developer Peter Van der Beken discovered that same-origin XrayWrappers expose chrome-only properties even when not in a chrome compartment. This can allow web content to get properties of DOM objects that are intended to be chrome-only.,[798264]
16.0.2,"['CVE-2012-4194', 'CVE-2012-4195', 'CVE-2012-4196']",2012-90,Fixes for Location object issues,"Mariusz Mlynski, moz_bug_r_a4, Antoine Delignat-Lavaud",Critical,Mozilla has fixed a number of issues related to the Location object in order to enhance overall security. Details for each of the current fixed issues are below.,"[800666, 793121, 802557]"
16.0.1,"['CVE-2012-4193', 'CVE-2012-4192']",2012-89,defaultValue security checks not applied,moz_bug_r_a4,Critical,Mozilla security researcher moz_bug_r_a4 reported a regression where security wrappers are unwrapped without doing a security check in defaultValue(). This can allow for improper access to the Location object. In versions 15 and earlier of affected products there was also the potential for arbitrary code execution.,"[720619, 799952]"
16.0.1,"['CVE-2012-4190', 'CVE-2012-4191']",2012-88,Miscellaneous memory safety hazards (rv:16.0.1),Mozilla Developers,Critical,Mozilla developers identified and fixed two top crashing bugs in the browser engine used in Firefox and other Mozilla-based products. These bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code.,"[790139, 798045]"
16,['CVE-2012-3984'],2012-75,select element persistance allows for attacks,David Bloom,Critical,Security researcher David Bloom of Cue discovered that <select> elements are always-on-top chromeless windows and that navigation away from a page with an active <select> menu does not remove this window.When another menu is opened programmatically on a new page the original <select> menu can be retained and arbitrary HTML content within it rendered allowing an attacker to cover arbitrary portions of the new page through absolute positioning/scrolling leading to spoofing attacks. Security researcher Jordi Chancel found a variation that would allow for click-jacking attacks was well.,"[575294, 726264]"
16,['CVE-2012-3982'],2012-74,Miscellaneous memory safety hazards (rv:16.0/ rv:10.0.8),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler and Jesse Ruderman reported memory safety problems and crashes that affect Firefox ESR 10 and Firefox 15.,"[783502, 794025, 790856]"
16,['CVE-2012-3983'],2012-74,Miscellaneous memory safety hazards (rv:16.0/ rv:10.0.8),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Henrik Skupin Jesse Ruderman and moz_bug_r_a4 reported memory safety problems and crashes that affect Firefox 15.,"[634444, 790865, 768313, 762920]"
16,['CVE-2012-3985'],2012-76,Continued access to initial origin after setting document.domain,Collin Jackson,High,Security researcher Collin Jackson reported a violation of the HTML5 specifications for document.domain behavior. Specified behavior requires pages to only have access to windows in a new document.domain but the observed violation allowed pages to retain access to windows from the page's initial origin in addition to the new document.domain. This could potentially lead to cross-site scripting (XSS) attacks.,[655649]
16,['CVE-2012-3986'],2012-77,Some DOMWindowUtils methods bypass security checks,Johnny Stenback,High,Mozilla developer Johnny Stenback discovered that several methods of a feature used for testing (DOMWindowUtils) are not protected by existing security checks allowing these methods to be called through script by web pages. This was addressed by adding the existing security checks to these methods.,[775868]
16,['CVE-2012-3987'],2012-78,Reader Mode pages have chrome privileges,Warren He,Critical,Security researcher Warren He reported that when a page is transitioned into Reader Mode in Firefox for Android the resulting page has chrome privileges and its content is not thoroughly sanitized. A successful attack requires user enabling of reader mode for a malicious page which could then perform an attack similar to cross-site scripting (XSS) to gain the privileges allowed to Firefox on an Android device. This has been fixed by changing the Reader Mode page into an unprivileged page.,[778582]
16,['CVE-2012-3988'],2012-79,DOS and crash with full screen and history navigation,Soroush Dalili,Critical,Security researcher Soroush Dalili reported that a combination of invoking full screen mode and navigating backwards in history could in some circumstances cause a hang or crash due to a timing dependent use-after-free pointer reference. This crash may be potentially exploitable.,[725770]
16,['CVE-2012-3989'],2012-80,Crash with invalid cast when using instanceof operator,Ms2ger,Critical,Mozilla community member Ms2ger reported a crash due to an invalid cast when using the instanceof operator on certain types of JavaScript objects. This can lead to a potentially exploitable crash.,[783867]
16,['CVE-2012-3991'],2012-81,GetProperty function can bypass security checks,Alice White,Critical,Mozilla community member Alice White reported that when the GetProperty function is invoked through JSAPI security checking can be bypassed when getting cross-origin properties. This potentially allowed for arbitrary code execution.,[783260]
16,['CVE-2012-3994'],2012-82,top object and location property accessible by plugins,Mariusz Mlynski,High,Security researcher Mariusz Mlynski reported that the location property can be accessed by binary plugins through top.location and top can be shadowed by Object.defineProperty as well. This can allow for possible cross-site scripting (XSS) attacks through plugins.,[765527]
